fk_course,fk_plan,fk_teacher_teacher,teacher_name,language_type,fk_student,fk_test,origin_test_id,interaction_id,course_ware_id,package_id,package_name,page_id,order_id,data_source,test_type,test_type_desc,is_answer,answer_time,is_force,is_right,total_blank_nums,right_blank_nums,right_ratio,score,submit_time,etl_time,dt,年级,讲次
106871,878652,9771,宋爽,1.0,60455707,3215460811884420564_5578856,1,3215460811884420564,110783,4861777,注意抑制-打地鼠（维修工）,5578856,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,114.0,0.0,1.0,3.0,3.0,100.0,,2020-12-16 19:42:40,2020-12-17 05:52:12.558,20201216,大,1
106871,878668,9771,宋爽,1.0,60791567,948261537755605814_6576651,1,948261537755605814,124159,5798058,脑科学：空间位置判断-秋冬场景,6576651,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,56.0,0.0,1.0,3.0,3.0,100.0,,2021-03-10 20:00:14,2021-03-11 05:20:21.594,20210310,大,17
106587,876583,15316,王越,1.0,64053780,1942561675610014918_6881804,1,1942561675610014918,129978,6079393,游戏三：阿丘障碍赛马（包装替换）,6881804,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,87.0,0.0,1.0,1.0,1.0,100.0,,2021-03-26 18:56:29,2021-03-27 05:39:51.867,20210326,大,22
106587,876566,15316,王越,1.0,48024463,3215361010425001226_5803913,0,3215361010425001226,122986,5066392,30,5803913,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,36.0,0.0,-1.0,0.0,0.0,,86.0,2021-01-08 19:11:35,2021-01-09 05:07:15.649,20210108,大,5
99772,812075,22464,张智超,1.0,55191326,1120761183411949562_6026430,1,1120761183411949562,117944,5278789,34,6026430,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,21.0,0.0,1.0,1.0,1.0,100.0,,2021-01-28 19:42:22,2021-01-29 05:08:06.55,20210128,大,11
100893,816077,43944,杨洋,1.0,23877493,2336860984679597262_5672170,1,2336860984679597262,116416,4945879,海底连连看,5672170,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,58.0,0.0,1.0,3.0,3.0,100.0,,2021-01-05 19:40:54,2021-01-06 05:17:17.396,20210105,大,4
99781,812274,22464,张智超,1.0,63441936,2129561226431684778_6187556,1,2129561226431684778,117674,5431421,07游戏一 ：有无苹果,6187556,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,29.0,0.0,1.0,3.0,3.0,100.0,,2021-02-02 19:12:26,2021-02-03 05:19:05.452,20210202,中,12
99768,811997,15316,王越,1.0,14456311,1003461658640746076_6856620,1,1003461658640746076,124113,6056208,32,6856620,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,20.0,0.0,1.0,1.0,1.0,100.0,,2021-03-24 19:47:10,2021-03-25 05:28:55.232,20210324,大,21
99769,811999,15316,王越,1.0,59208708,3215160794087990934_5585210,1,3215160794087990934,110783,4867646,32,5585210,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,20.0,0.0,1.0,1.0,1.0,100.0,,2020-12-14 18:15:02,2020-12-17 09:55:00.988,20201214,大,1
127162,920700,52273,张敏,1.0,60705674,2129561226535873404_6191915,1,2129561226535873404,117486,5435629,游戏二：脑科学：寻找乌鸦—圆月,6191915,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,113.0,0.0,1.0,3.0,3.0,100.0,,2021-02-02 19:31:13,2021-02-03 05:19:05.452,20210202,大,12
99772,812082,22464,张智超,1.0,65363496,1002261546249635470_6626841,1,1002261546249635470,122174,5844197,游戏一：脑科学：韵脚辨识,6626841,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,126.0,0.0,2.0,3.0,1.0,33.33333333333333,,2021-03-11 19:37:03,2021-03-12 05:21:16.009,20210311,大,18
100893,816080,43944,杨洋,1.0,4372668,3388561071040359924_5925644,1,3388561071040359924,115091,5181786,游戏二：脑科学：打地鼠——跳舞长颈鹿包装,5925644,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,98.0,0.0,1.0,3.0,3.0,100.0,,2021-01-15 19:35:02,2021-01-16 05:10:32.199,20210115,大,7
99781,812269,22464,张智超,1.0,22881040,154561070990437216_5923295,1,154561070990437216,116770,5179623,游戏五：声调辨识（脑科学语音分辨）,5923295,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,145.0,1.0,2.0,3.0,2.0,66.66666666666666,,2021-01-15 19:27:59,2021-01-16 05:10:32.199,20210115,中,7
99771,812045,22464,张智超,1.0,50323030,961160872334476092_5613031,0,961160872334476092,116439,4892296,27,5613031,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,1.0,0.0,-1.0,0.0,0.0,,84.0,2020-12-23 19:36:12,2020-12-24 05:35:43.104,20201223,大,3
99781,812273,22464,张智超,1.0,56093552,3158661191985702960_6131004,1,3158661191985702960,117656,5377592,19,6131004,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,20.0,0.0,1.0,1.0,1.0,100.0,,2021-01-29 19:31:20,2021-01-30 05:44:21.351,20210129,中,11
106874,878726,52428,罗澜,1.0,57352997,3215361131604712436_6054749,1,3215361131604712436,130233,5306055,14,6054749,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,23.0,0.0,1.0,1.0,1.0,100.0,,2021-01-22 19:47:53,2021-01-23 05:08:19.749,20210122,中,9
99770,812031,15316,王越,1.0,52533174,2129561183376578116_6157558,1,2129561183376578116,117944,5402627,寻找伙伴——视动能力-空间位置训练,6157558,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,63.0,0.0,1.0,3.0,3.0,100.0,,2021-01-28 19:37:09,2021-01-29 05:08:06.55,20210128,大,11
99778,812203,15006,关艺,1.0,52870837,1021761070858354582_5883023,1,1021761070858354582,116770,5141391,05游戏一：装扮雪世界（拖拽）,5883023,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,33.0,0.0,1.0,1.0,1.0,100.0,,2021-01-15 19:03:37,2021-01-16 05:10:32.199,20210115,中,7
99778,812199,15006,关艺,1.0,57562333,3215160863644844276_5627511,0,3215160863644844276,112898,4905362,21,5627511,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,1.0,0.0,-1.0,0.0,0.0,,80.0,2020-12-22 19:28:25,2020-12-23 05:33:01.237,20201222,中,3
99771,812052,22464,张智超,1.0,59766406,2129561174750960290_6094986,1,2129561174750960290,117007,5343960,海底连连看,6094986,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,72.0,0.0,2.0,3.0,2.0,66.66666666666666,,2021-01-27 19:39:42,2021-01-28 05:13:12.864,20210127,大,10
106587,876583,15316,王越,1.0,987638,2031161675689027982_6881818,1,2031161675689027982,129978,6079407,游戏五：脑科学：部件位置判断—飞船逃生,6881818,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,92.0,0.0,1.0,5.0,5.0,100.0,,2021-03-26 19:09:44,2021-03-27 05:39:51.867,20210326,大,22
99771,812062,22464,张智超,1.0,49816605,616861623982873822_6731604,1,616861623982873822,126163,5939759,游戏三：脑科学：手眼配合—春风垂柳,6731604,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,52.0,0.0,1.0,2.0,2.0,100.0,,2021-03-20 19:31:23,2021-03-21 06:19:28.188,20210320,大,20
99772,812078,22464,张智超,1.0,15097066,2065361425256128362_6324363,1,2065361425256128362,120372,5560308,游戏二：脑科学：空间位置判断-寻找伙伴,6324363,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,51.0,0.0,1.0,3.0,3.0,100.0,,2021-02-25 19:30:12,2021-02-26 06:44:28.448,20210225,大,14
99780,812260,15006,关艺,1.0,44922746,2228161606760677740_6627948,1,2228161606760677740,125461,5845294,脑科学：名词词语结构与词汇积累,6627948,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,102.0,0.0,1.0,3.0,3.0,100.0,,2021-03-18 19:41:49,2021-03-19 05:27:46.087,20210318,中,20
99769,812018,15316,王越,1.0,23976202,949761606172868030_6731603,1,949761606172868030,126163,5939758,游戏二：色彩涂鸦——春季场景,6731603,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,118.0,0.0,1.0,1.0,1.0,100.0,,2021-03-18 18:04:08,2021-03-19 05:27:46.087,20210318,大,20
99772,812064,22464,张智超,1.0,64879665,618461684523603202_6881822,1,618461684523603202,129978,6079411,34,6881822,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,23.0,0.0,1.0,1.0,1.0,100.0,,2021-03-27 19:41:01,2021-03-28 06:03:05.017,20210327,大,22
106587,876579,15316,王越,1.0,53416698,444661554643677574_6625862,1,444661554643677574,122174,5843224,游戏二：选择雨伞,6625862,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,40.0,0.0,1.0,2.0,2.0,100.0,,2021-03-12 18:54:40,2021-03-17 11:45:37.371,20210312,大,18
106874,878719,52428,罗澜,1.0,6789794,2131160829271698388_5603447,1,2131160829271698388,110965,4883674,19,5603447,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,92.0,0.0,1.0,3.0,3.0,100.0,,2020-12-18 20:00:11,2020-12-19 05:19:40.976,20201218,中,2
106874,878721,52428,罗澜,1.0,62410422,40160984834593286_5798919,1,40160984834593286,122828,5061607,29,5798919,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,0,,,,,,,,,2021-01-06 05:17:17.396,20210105,中,4
106874,878728,52428,罗澜,1.0,63621586,3012161192101561464_6158327,1,3012161192101561464,117656,5403312,13游戏四：手杖和桃林（脑科学注意定向模,6158327,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,53.0,1.0,2.0,8.0,6.0,75.0,,2021-01-29 19:51:09,2021-01-30 05:44:21.351,20210129,中,11
99780,812255,15006,关艺,1.0,48382612,818561459877222956_6443944,1,818561459877222956,121382,5674125,游戏一：洪水来啦(拖拽),6443944,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,38.0,0.0,1.0,1.0,1.0,100.0,,2021-03-01 19:40:12,2021-03-02 06:52:54.597,20210301,中,15
127162,920701,52273,张敏,1.0,60971017,946461252430719232_6223720,1,946461252430719232,120286,5465048,游戏二：脑科学：注意抑制训练——年兽包装,6223720,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,103.0,0.0,1.0,3.0,3.0,100.0,,2021-02-05 19:26:51,2021-02-06 05:57:35.352,20210205,大,13
99768,811980,15316,王越,1.0,49221069,122260993196563644_5672155,1,122260993196563644,116416,4945864,11,5672155,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,23.0,0.0,1.0,2.0,2.0,100.0,,2021-01-06 19:19:50,2021-01-07 05:09:42.763,20210106,大,4
99780,812249,15006,关艺,1.0,14975248,2651361123024411136_6054754,1,2651361123024411136,130233,5306060,互动模板,6054754,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,144.0,0.0,1.0,3.0,3.0,100.0,,2021-01-21 19:59:57,2021-01-22 05:08:35.185,20210121,中,9
99769,812002,15316,王越,1.0,20321912,2131160975378656568_5672155,1,2131160975378656568,116416,4945864,11,5672155,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,34.0,0.0,1.0,2.0,2.0,100.0,,2021-01-04 17:50:22,2021-01-05 05:05:52.549,20210104,大,4
99771,812055,22464,张智超,1.0,17201560,2557961261140578556_6249735,1,2557961261140578556,120286,5489537,游戏三：脑科学：语素意识——动词学习,6249735,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,115.0,0.0,1.0,3.0,3.0,100.0,,2021-02-06 19:38:44,2021-02-07 05:08:41.497,20210206,大,13
106871,878673,52273,张敏,1.0,64469086,180161684534774656_6881798,1,180161684534774656,129978,6079387,游戏二：时光穿梭,6881798,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,37.0,0.0,1.0,3.0,3.0,100.0,,2021-03-27 19:43:05,2021-03-28 06:03:05.017,20210327,大,22
125567,910245,43944,杨洋,1.0,59141406,949461598114069486_6673528,0,949461598114069486,125196,5887079,30,6673528,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,0,,,,,,,,,2021-03-18 05:34:22.245,20210317,大,19
106874,878733,52428,罗澜,1.0,60281175,2626561494505247482_6538496,1,2626561494505247482,141640,5762892,游戏三：选择门票（点选）,6538496,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,21.0,0.0,1.0,1.0,1.0,100.0,,2021-03-05 19:51:17,2021-03-06 05:28:56.52,20210305,中,16
106871,878666,9771,宋爽,1.0,33846492,233161477331413764_5736885,0,233161477331413764,121194,5003941,28,5736885,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,33.0,0.0,-1.0,0.0,0.0,,85.0,2021-03-03 20:09:58,2021-03-04 05:17:28.241,20210303,大,15
99768,811998,15316,王越,1.0,47040370,2031161684447514130_6881804,1,2031161684447514130,129978,6079393,游戏三：阿丘障碍赛马（包装替换）,6881804,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,81.0,0.0,1.0,1.0,1.0,100.0,,2021-03-27 19:29:17,2021-03-28 06:03:05.017,20210327,大,22
99772,812085,22464,张智超,1.0,9616301,1003261641110972958_6856600,1,1003261641110972958,124113,6056188,游戏一：锦囊妙计,6856600,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,56.0,0.0,1.0,1.0,1.0,100.0,,2021-03-22 19:06:07,2021-03-23 05:53:57.153,20210322,大,21
106873,878707,52428,罗澜,1.0,53322532,1095061235108036022_6186872,1,1095061235108036022,117674,5430757,游戏三（注意搜索模板）,6186872,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,76.0,0.0,2.0,5.0,4.0,80.0,,2021-02-03 19:19:22,2021-02-04 05:11:04.832,20210203,中,12
106874,878733,52428,罗澜,1.0,47172077,2626561494505247482_6538496,1,2626561494505247482,141640,5762892,游戏三：选择门票（点选）,6538496,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,32.0,0.0,1.0,1.0,1.0,100.0,,2021-03-05 19:51:24,2021-03-06 05:28:56.52,20210305,中,16
99771,812052,22464,张智超,1.0,41236799,155361174600462322_6020152,1,155361174600462322,117007,5272766,15,6020152,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,27.0,0.0,1.0,2.0,2.0,100.0,,2021-01-27 19:13:53,2021-01-28 05:13:12.864,20210127,大,10
99779,812239,15006,关艺,1.0,65015145,950261640946556756_6856049,1,950261640946556756,146775,6055678,游戏一：脑科学：注意定向-挡住路的是什么,6856049,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,79.0,0.0,1.0,8.0,8.0,100.0,,2021-03-22 18:39:07,2021-03-23 05:53:57.153,20210322,中,21
100893,816086,43944,杨洋,1.0,22430746,442361252471621570_6223720,1,442361252471621570,120286,5465048,游戏二：脑科学：注意抑制训练——年兽包装,6223720,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,94.0,0.0,1.0,3.0,3.0,100.0,,2021-02-05 19:33:30,2021-02-06 05:57:35.352,20210205,大,13
99781,812270,22464,张智超,1.0,57809501,1094361105530267410_5887219,1,1094361105530267410,117004,5145436,游戏四：风清对月朗,5887219,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,0,,,,,,,,,2021-01-20 05:44:34.171,20210119,中,8
99768,811980,15316,王越,1.0,36312920,329360993347369252_5672173,1,329360993347369252,116416,4945882,27,5672173,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,20.0,0.0,1.0,1.0,1.0,100.0,,2021-01-06 19:44:54,2021-01-07 05:09:42.763,20210106,大,4
106871,878664,9771,宋爽,1.0,60317794,2091061261340445266_6223722,0,2091061261340445266,120286,5465050,30,6223722,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,0,,,,,,,,,2021-02-07 05:08:41.497,20210206,大,13
99781,812276,22464,张智超,1.0,43519495,742161433780920074_6324384,1,742161433780920074,119237,5560329,脑科学：目标部件搜索-月字辨识,6324384,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,50.0,0.0,1.0,3.0,3.0,100.0,,2021-02-26 19:11:06,2021-02-27 05:15:13.106,20210226,中,14
127161,920685,55995,王婧莹,1.0,49006059,586261589486071010_6695125,1,586261589486071010,125196,5906931,28,6695125,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,21.0,0.0,1.0,1.0,1.0,100.0,,2021-03-16 19:41:22,2021-03-17 05:33:41.12,20210316,大,19
125567,878673,52273,张敏,1.0,23043052,256861684633023898_6881809,1,256861684633023898,129978,6079398,游戏四：诗词排序,6881809,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,0,,,,,,,,,2021-03-28 06:03:05.017,20210327,大,22
99779,812238,15006,关艺,1.0,50129643,2228161606405192018_6627948,1,2228161606405192018,125461,5845294,脑科学：名词词语结构与词汇积累,6627948,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,100.0,0.0,1.0,3.0,3.0,100.0,,2021-03-18 18:42:36,2021-03-19 05:27:46.087,20210318,中,20
99768,811988,15316,王越,1.0,53376808,2557761235281185072_6174689,1,2557761235281185072,117486,5419091,28,6174689,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,0,,,,,,,,,2021-02-04 05:11:04.832,20210203,大,12
99769,812017,15316,王越,1.0,7477481,676761580345140120_6695125,1,676761580345140120,125196,5906931,28,6695125,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,20.0,0.0,1.0,1.0,1.0,100.0,,2021-03-15 18:17:52,2021-03-16 05:35:05.658,20210315,大,19
100893,816076,43944,杨洋,1.0,51299884,3215460863732438396_5638165,1,3215460863732438396,116439,4914854,29,5638165,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,27.0,0.0,1.0,1.0,1.0,100.0,,2020-12-22 19:42:32,2020-12-23 05:33:01.237,20201222,大,3
106874,878735,52428,罗澜,1.0,63488668,234161555055899750_6639449,1,234161555055899750,123110,5855855,33,6639449,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,29.0,1.0,1.0,1.0,1.0,100.0,,2021-03-12 20:03:10,2021-03-17 11:45:37.371,20210312,中,18
106587,876570,15316,王越,1.0,44509354,612961131322501784_5926984,1,612961131322501784,118799,5182983,16,5926984,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,47.0,0.0,1.0,2.0,2.0,100.0,,2021-01-22 19:01:28,2021-01-23 05:08:19.749,20210122,大,9
106871,878665,9771,宋爽,1.0,60843072,232761442591569852_6284118,1,232761442591569852,120372,5522330,06,6284118,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,58.0,0.0,1.0,4.0,4.0,100.0,,2021-02-27 19:39:42,2021-02-28 05:15:57.281,20210227,大,14
125567,910241,43944,杨洋,1.0,3154523,675461477105747148_6257185,1,675461477105747148,121194,5496620,游戏二：脑科学：注意抑制—迷路包装,6257185,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,107.0,0.0,1.0,3.0,3.0,100.0,,2021-03-03 19:32:44,2021-03-04 05:17:28.241,20210303,大,15
100893,816084,43944,杨洋,1.0,53433421,229161191874101142_6157558,1,229161191874101142,117944,5402627,寻找伙伴——视动能力-空间位置训练,6157558,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,55.0,0.0,1.0,3.0,3.0,100.0,,2021-01-29 19:13:19,2021-01-30 05:44:21.351,20210129,大,11
125567,910244,43944,杨洋,1.0,60126119,949061563564090404_6625876,1,949061563564090404,122174,5843238,33,6625876,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,17.0,0.0,1.0,1.0,1.0,100.0,,2021-03-13 19:41:06,2021-03-14 05:32:22.109,20210313,大,18
99768,811991,15316,王越,1.0,51703669,2627561477112412666_6257185,1,2627561477112412666,121194,5496620,游戏二：脑科学：注意抑制—迷路包装,6257185,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,99.0,0.0,1.0,3.0,3.0,100.0,,2021-03-03 19:33:45,2021-03-04 05:17:28.241,20210303,大,15
99780,812252,15006,关艺,1.0,21977488,1993161218099820040_6187569,1,1993161218099820040,117674,5431434,28,6187569,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,26.0,0.0,1.0,1.0,1.0,100.0,,2021-02-01 20:03:44,2021-02-02 05:43:08.983,20210201,中,12
99769,812018,15316,王越,1.0,50611228,949961606107553816_6731602,1,949961606107553816,126163,5939757,游戏一：脑科学：韵脚辨识,6731602,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,138.0,0.0,2.0,3.0,2.0,66.66666666666666,,2021-03-18 17:53:33,2021-03-19 05:27:46.087,20210318,大,20
99769,811999,15316,王越,1.0,51612844,3215360794070477702_5578875,0,3215360794070477702,110783,4861796,30,5578875,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,4.0,0.0,-1.0,0.0,0.0,,73.0,2020-12-14 18:12:46,2020-12-17 09:55:00.988,20201214,大,1
99772,812080,22464,张智超,1.0,53779975,2123361485807724840_6531270,1,2123361485807724840,122101,5756050,28,6531270,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,20.0,0.0,1.0,1.0,1.0,100.0,,2021-03-04 19:41:40,2021-03-05 05:18:29.998,20210304,大,16
99780,812260,15006,关艺,1.0,64635974,255961606896641616_6652129,1,255961606896641616,125461,5867422,29,6652129,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,22.0,0.0,1.0,1.0,1.0,100.0,,2021-03-18 20:03:10,2021-03-19 05:27:46.087,20210318,中,20
99770,812042,15316,王越,1.0,59523029,2729461667041820236_6881793,1,2729461667041820236,129978,6079382,游戏一：启动时光机,6881793,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,53.0,0.0,1.0,2.0,2.0,100.0,,2021-03-25 19:07:53,2021-03-26 05:37:06.397,20210325,大,22
99772,812080,22464,张智超,1.0,61018821,2123361485807724840_6531270,1,2123361485807724840,122101,5756050,28,6531270,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,20.0,0.0,1.0,1.0,1.0,100.0,,2021-03-04 19:41:38,2021-03-05 05:18:29.998,20210304,大,16
99781,812276,22464,张智超,1.0,50339857,742161433780920074_6324384,1,742161433780920074,119237,5560329,脑科学：目标部件搜索-月字辨识,6324384,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,55.0,0.0,1.0,3.0,3.0,100.0,,2021-02-26 19:11:06,2021-02-27 05:15:13.106,20210226,中,14
99768,811983,15316,王越,1.0,56791021,45561079754567952_5905209,1,45561079754567952,115091,5162608,29,5905209,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,18.0,0.0,1.0,1.0,1.0,100.0,,2021-01-16 19:46:06,2021-01-17 05:24:11.641,20210116,大,7
99769,812020,15316,王越,1.0,11460108,951261666703867120_6881818,1,951261666703867120,129978,6079407,游戏五：脑科学：部件位置判断—飞船逃生,6881818,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,99.0,0.0,1.0,5.0,5.0,100.0,,2021-03-25 18:12:20,2021-03-26 05:37:06.397,20210325,大,22
106874,878726,52428,罗澜,1.0,62050398,3215161131593067278_6054747,1,3215161131593067278,130233,5306053,互动模板,6054747,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,79.0,0.0,1.0,8.0,8.0,100.0,,2021-01-22 19:47:00,2021-01-23 05:08:19.749,20210122,中,9
106587,876579,15316,王越,1.0,63312279,179061554741313466_6626842,1,179061554741313466,122174,5844198,游戏四：脑科学：部件辨识,6626842,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,59.0,0.0,1.0,3.0,3.0,100.0,,2021-03-12 19:11:14,2021-03-17 11:45:37.371,20210312,大,18
100893,816093,43944,杨洋,1.0,62483273,797661615348869070_6731604,1,797661615348869070,126163,5939759,游戏三：脑科学：手眼配合—春风垂柳,6731604,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,61.0,0.0,1.0,2.0,2.0,100.0,,2021-03-19 19:32:30,2021-03-20 05:32:17.043,20210319,大,20
106871,878654,9771,宋爽,1.0,60819793,2129560872521038052_5613031,0,2129560872521038052,116439,4892296,27,5613031,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,0,,,,,,,,,2020-12-24 05:35:43.104,20201223,大,3
99781,812273,22464,张智超,1.0,61605483,3158661191985702960_6131004,1,3158661191985702960,117656,5377592,19,6131004,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,21.0,0.0,1.0,1.0,1.0,100.0,,2021-01-29 19:31:18,2021-01-30 05:44:21.351,20210129,中,11
99772,812069,22464,张智超,1.0,60995244,3426861001956883466_5803911,1,3426861001956883466,122986,5066390,游戏三：脑科学：寻找乌鸦—水果包装,5803911,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,108.0,0.0,1.0,3.0,3.0,100.0,,2021-01-07 19:41:21,2021-01-08 05:07:34.932,20210107,大,5
99779,812227,15006,关艺,1.0,50141298,2193661122658433516_6054754,1,2193661122658433516,130233,5306060,互动模板,6054754,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,117.0,0.0,1.0,3.0,3.0,100.0,,2021-01-21 18:58:22,2021-01-22 05:08:35.185,20210121,中,9
106874,878730,52428,罗澜,1.0,61895770,1000161252631666820_6256883,1,1000161252631666820,119208,5496347,游戏四：韵脚辨识（脑科学小猴爬树）,6256883,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,127.0,0.0,1.0,3.0,3.0,100.0,,2021-02-05 20:00:45,2021-02-06 05:57:35.352,20210205,中,13
100893,816094,43944,杨洋,1.0,62506356,256361649986974330_6856620,1,256361649986974330,124113,6056208,32,6856620,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,18.0,0.0,1.0,1.0,1.0,100.0,,2021-03-23 19:44:48,2021-03-24 05:29:52.186,20210323,大,21
106871,878665,9771,宋爽,1.0,20057205,232761442591569852_6284118,1,232761442591569852,120372,5522330,06,6284118,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,41.0,0.0,1.0,4.0,4.0,100.0,,2021-02-27 19:39:17,2021-02-28 05:15:57.281,20210227,大,14
100893,816087,43944,杨洋,1.0,56255018,443261433971033436_6324364,1,443261433971033436,120372,5560309,30,6324364,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,35.0,0.0,1.0,1.0,1.0,100.0,,2021-02-26 19:42:27,2021-02-27 05:15:13.106,20210226,大,14
127162,920708,52273,张敏,1.0,11839768,445261615349730402_6731604,1,445261615349730402,126163,5939759,游戏三：脑科学：手眼配合—春风垂柳,6731604,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,59.0,0.0,1.0,2.0,2.0,100.0,,2021-03-19 19:32:36,2021-03-20 05:32:17.043,20210319,大,20
99781,812267,22464,张智超,1.0,55971072,3215361010470342770_5819151,1,3215361010470342770,123478,5080761,游戏二：穹庐顶的形状（脑科学配合协调模板,5819151,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,36.0,0.0,1.0,1.0,1.0,100.0,,2021-01-08 19:19:00,2021-01-09 05:07:15.649,20210108,中,5
99768,811979,15316,王越,1.0,10584818,3215260872258945992_5638162,1,3215260872258945992,116439,4914851,14,5638162,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,38.0,0.0,1.0,3.0,3.0,100.0,,2020-12-23 19:23:52,2020-12-24 05:35:43.104,20201223,大,3
