liveid,courseid,teacherid,classid,userid,interactionid,isplayback,data,submit_time,device,devicemodel,devicemodel_detail,app_version,dt
812040,99770,15316,2281054,2685470,1868061606636068786,0,"{""type"":""brainScience"",""data"":[{""select"":[{""accurate"":1,""duration"":15256}],""top_click"":0,""answer"":0,""time"":19628,""times"":2,""buttom_click"":1,""accuracy"":""0.00"",""num"":1},{""select"":[{""accurate"":1,""duration"":18506}],""top_click"":0,""answer"":1,""time"":22907,""times"":1,""buttom_click"":3,""accuracy"":""0.50"",""num"":2},{""select"":[{""accurate"":0,""duration"":23327},{""accurate"":1,""duration"":32729}],""top_click"":0,""answer"":0,""time"":37099,""times"":2,""buttom_click"":4,""accuracy"":""0.33"",""num"":3}]}",2021-03-18 19:21:49,iOS,iPad,"iPad5,1",90106,20210318
811993,99768,15316,2279918,64323948,897361537564543982,0,"{""type"":""brainScience"",""data"":[{""answer"":0,""cor_position"":{""x"":1258.0599999999999,""y"":926.20000000000005},""time"":10465,""accuracy"":0,""num"":1,""stage"":1,""itemObj"":[{""accurate"":0,""position"":{""x"":886.69000000000005,""y"":796.41999999999996},""duration"":5745},{""accurate"":1,""position"":{""x"":1258.0599999999999,""y"":926.20000000000005},""duration"":10464}]},{""answer"":1,""cor_position"":{""x"":577.08000000000004,""y"":212.69},""time"":11556,""accuracy"":0.5,""num"":2,""stage"":2,""itemObj"":[{""accurate"":1,""position"":{""x"":577.08000000000004,""y"":212.69},""duration"":11555}]},{""answer"":0,""cor_position"":{""x"":725.08000000000004,""y"":724.38999999999999},""time"":2874,""accuracy"":0.33000000000000002,""num"":3,""stage"":3,""itemObj"":[{""accurate"":0,""position"":{""x"":496.31999999999999,""y"":927.32000000000005},""duration"":557},{""accurate"":1,""position"":{""x"":725.08000000000004,""y"":724.38999999999999},""duration"":2874}]}]}",2021-03-10 19:28:49,iOS,iPad,"iPad8,9",90012,20210310
816090,100893,43944,1255459,20402766,539261528894227160,0,"{""data"":[{""accuracy"":0,""answer"":0,""cor_position"":{""x"":1258.06,""y"":926.2},""itemObj"":[{""accurate"":0,""duration"":7203,""position"":{""x"":886.69,""y"":796.42}},{""accurate"":0,""duration"":9572,""position"":{""x"":1275.84,""y"":720.73}},{""accurate"":1,""duration"":12184,""position"":{""x"":1258.06,""y"":926.2}}],""num"":1,""stage"":1,""time"":12184},{""accuracy"":0.5,""answer"":1,""cor_position"":{""x"":577.08,""y"":212.69},""itemObj"":[{""accurate"":1,""duration"":375,""position"":{""x"":577.08,""y"":212.69}}],""num"":2,""stage"":2,""time"":375},{""accuracy"":0.67,""answer"":1,""cor_position"":{""x"":725.08,""y"":724.39},""itemObj"":[{""accurate"":1,""duration"":294,""position"":{""x"":725.08,""y"":724.39}}],""num"":3,""stage"":3,""time"":294}],""type"":""brainScience""}",2021-03-09 19:23:33,PC,,Windows 10,3.6.0,20210309
876575,106587,15316,1257754,24146898,232761433719393980,0,"{""type"":""brainScience"",""data"":[]}",2021-02-26 18:59:56,iOS,iPad,"iPad7,6",81708,20210226
812067,99772,22464,1255227,59141669,3215260855070538198,1,"{""type"":""brainScience"",""data"":[]}",2021-02-23 22:10:45,iOS,iPad,"iPad13,1",81708,20210223
878736,106874,52428,1651123,60285280,586261589564655260,0,"{""type"":""brainScience"",""data"":[{""select"":[{""release"":0,""accurate"":1,""out"":0,""pnum"":1,""duration"":147},{""release"":0,""accurate"":1,""out"":0,""pnum"":2,""duration"":284},{""release"":1,""accurate"":1,""out"":1,""pnum"":3,""duration"":1592},{""release"":0,""accurate"":1,""out"":0,""pnum"":4,""duration"":95}],""num"":1,""period"":4,""accuracy"":1,""time"":3860},{""select"":[{""release"":0,""accurate"":1,""out"":0,""pnum"":1,""duration"":398},{""release"":0,""accurate"":1,""out"":0,""pnum"":2,""duration"":296},{""release"":0,""accurate"":1,""out"":0,""pnum"":3,""duration"":1051},{""release"":0,""accurate"":1,""out"":0,""pnum"":4,""duration"":429},{""release"":1,""accurate"":1,""out"":1,""pnum"":5,""duration"":2331},{""release"":0,""accurate"":1,""out"":0,""pnum"":6,""duration"":467}],""num"":2,""period"":6,""accuracy"":1,""time"":7472}]}",2021-03-16 19:54:46,iOS,iPad,"iPad5,1",90012,20210316
812212,99778,15006,2203457,63333175,818861494258022226,0,"{""type"":""brainScience"",""data"":[[{""select"":{""options"":[{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":1,""duration"":2818},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":3,""duration"":4244},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":1,""answer"":1,""accuracy"":""1.00"",""time"":4246,""stage"":1},{""select"":{""options"":[{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":2,""duration"":2337},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":5,""duration"":3115},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":2,""answer"":1,""accuracy"":""1.00"",""time"":3115,""stage"":1},{""select"":{""options"":[{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":1,""duration"":1335},{""accurate"":1,""type"":1,""position"":2,""duration"":2182},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":4,""duration"":3567},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":3,""answer"":1,""accuracy"":""1.00"",""time"":3568,""stage"":1},{""select"":{""options"":[{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":1,""duration"":1487},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":6,""duration"":5652},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":8,""duration"":3588}]},""num"":4,""answer"":1,""accuracy"":""1.00"",""time"":5653,""stage"":2},{""select"":{""options"":[{""accurate"":1,""type"":1,""position"":0,""duration"":5901},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":0,""type"":1,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":5,""answer"":0,""accuracy"":""0.80"",""time"":9100,""stage"":2},[{""x"":500,""y"":176},{""x"":842,""y"":176},{""x"":1183,""y"":176},{""x"":499,""y"":429},{""x"":842,""y"":429},{""x"":1183,""y"":429},{""x"":500,""y"":684},{""x"":842,""y"":684},{""x"":1183,""y"":684}]]]}",2021-03-05 19:10:55,iOS,iPad,"iPad7,6",90012,20210305
876578,86081291,15316,1257828,56677813,1866961528756032160,0,"{""type"":""brainScience"",""data"":[{""num"":1,""stage"":1,""answer"":0,""accuracy"":0,""time"":6455,""itemObj"":[{""position"":{""x"":1199.74,""y"":458.2},""accurate"":0,""duration"":3162},{""position"":{""x"":1258.06,""y"":926.2},""accurate"":1,""duration"":6453}],""cor_position"":{""x"":1258.06,""y"":926.2}},{""num"":2,""stage"":2,""answer"":1,""accuracy"":0.5,""time"":655,""itemObj"":[{""position"":{""x"":577.08,""y"":212.69},""accurate"":1,""duration"":654}],""cor_position"":{""x"":577.08,""y"":212.69}},{""num"":3,""stage"":3,""answer"":0,""accuracy"":0.33,""time"":4540,""itemObj"":[{""position"":{""x"":496.32,""y"":927.32},""accurate"":0,""duration"":2038},{""position"":{""x"":725.08,""y"":724.39},""accurate"":1,""duration"":4540}],""cor_position"":{""x"":725.08,""y"":724.39}}]}",2021-03-09 19:00:37,Android,,HRY-AL00,90001,20210309
910240,125567,43944,2279721,21883857,2026361442555802218,0,"{""type"":""brainScience"",""data"":[]}",2021-02-27 19:32:51,iOS,iPad,"iPad4,4",81708,20210227
812204,99778,15006,1758939,61906985,3184061105586566010,0,"{""type"":""brainScience"",""data"":[{""select"":[{""accurate"":1,""duration"":18855}],""top_click"":0,""answer"":0,""time"":23262,""times"":2,""buttom_click"":4,""accuracy"":""0.00"",""num"":1},{""select"":[{""accurate"":1,""duration"":32575}],""top_click"":0,""answer"":1,""time"":36945,""times"":1,""buttom_click"":7,""accuracy"":""0.50"",""num"":2},{""select"":[{""accurate"":1,""duration"":18118}],""top_click"":0,""answer"":1,""time"":22531,""times"":1,""buttom_click"":4,""accuracy"":""0.67"",""num"":3}]}",2021-01-19 19:33:37,iOS,iPad,"iPad11,3",81506,20210119
878653,106871,9771,1699977,43656197,2131160837829560050,1,"{""type"":""brainScience"",""data"":[]}",2021-02-13 18:02:39,Android,,LYA-AL10,81703,20210213
812274,99781,22464,1255415,58254879,2122061226476419128,0,"{""type"":""brainScience"",""data"":[]}",2021-02-02 19:19:29,iOS,iPad,"iPad11,6",81606,20210202
812062,99771,22464,1255175,62771129,488661623876549016,0,"{""type"":""brainScience"",""data"":[{""num"":1,""times"":2,""top_click"":0,""buttom_click"":12,""select"":[{""accurate"":1,""duration"":35229}],""answer"":0,""accuracy"":""0.00"",""time"":39638},{""num"":2,""times"":1,""top_click"":0,""buttom_click"":4,""select"":[{""accurate"":1,""duration"":14679}],""answer"":1,""accuracy"":""0.50"",""time"":19032},{""num"":3,""times"":1,""top_click"":0,""buttom_click"":2,""select"":[{""accurate"":1,""duration"":12280}],""answer"":1,""accuracy"":""0.67"",""time"":16651}]}",2021-03-20 19:15:11,Android,,clover,90101,20210320
812039,99770,15316,2218133,64123240,234161580688912340,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""cor_position"":[""12""],""time"":2343,""select"":[{""accurate"":1,""click_position"":""12"",""duration"":2335}],""isempty"":0,""accuracy"":""1.00"",""num"":1,""stage"":1},{""answer"":0,""cor_position"":[""13""],""time"":1957,""select"":[{""accurate"":0,""click_position"":""32"",""duration"":1950}],""isempty"":0,""accuracy"":""0.50"",""num"":2,""stage"":1},{""answer"":1,""cor_position"":[""24""],""time"":2988,""select"":[{""accurate"":1,""click_position"":""24"",""duration"":2984}],""isempty"":0,""accuracy"":""0.67"",""num"":3,""stage"":1},{""answer"":1,""cor_position"":[""34""],""time"":2068,""select"":[{""accurate"":1,""click_position"":""34"",""duration"":2067}],""isempty"":0,""accuracy"":""0.75"",""num"":4,""stage"":1},{""answer"":0,""cor_position"":[""35""],""time"":2489,""select"":[{""accurate"":0,""click_position"":""35"",""duration"":2485}],""isempty"":1,""accuracy"":""0.60"",""num"":5,""stage"":1},{""answer"":0,""cor_position"":[""15""],""time"":1849,""select"":[{""accurate"":0,""click_position"":""32"",""duration"":1846}],""isempty"":1,""accuracy"":""0.50"",""num"":6,""stage"":1},{""answer"":1,""cor_position"":[""25""],""time"":1355,""select"":[{""accurate"":1,""click_position"":""25"",""duration"":1353}],""isempty"":0,""accuracy"":""0.57"",""num"":7,""stage"":1},{""answer"":1,""cor_position"":[""22""],""time"":1498,""select"":[{""accurate"":1,""click_position"":""22"",""duration"":1497}],""isempty"":0,""accuracy"":""0.63"",""num"":8,""stage"":1},{""answer"":1,""cor_position"":[""36""],""time"":2612,""select"":[{""accurate"":1,""click_position"":""36"",""duration"":2609}],""isempty"":0,""accuracy"":""1.00"",""num"":9,""stage"":2},{""answer"":1,""cor_position"":[""36""],""time"":1753,""select"":[{""accurate"":1,""click_position"":""36"",""duration"":1751}],""isempty"":0,""accuracy"":""1.00"",""num"":10,""stage"":2},{""answer"":0,""cor_position"":[""26""],""time"":1896,""select"":[{""accurate"":0,""click_position"":""22"",""duration"":1893}],""isempty"":0,""accuracy"":""0.67"",""num"":11,""stage"":2},{""answer"":0,""cor_position"":[""35""],""time"":2227,""select"":[{""accurate"":0,""click_position"":""35"",""duration"":2225}],""isempty"":1,""accuracy"":""0.50"",""num"":12,""stage"":2},{""answer"":1,""cor_position"":[""23""],""time"":2654,""select"":[{""accurate"":1,""click_position"":""23"",""duration"":2649}],""isempty"":0,""accuracy"":""0.60"",""num"":13,""stage"":2},{""answer"":1,""cor_position"":[""11""],""time"":2430,""select"":[{""accurate"":1,""click_position"":""11"",""duration"":2428}],""isempty"":0,""accuracy"":""0.67"",""num"":14,""stage"":2},{""answer"":1,""cor_position"":[""32""],""time"":2256,""select"":[{""accurate"":1,""click_position"":""32"",""duration"":2254}],""isempty"":0,""accuracy"":""1.00"",""num"":15,""stage"":3},{""answer"":0,""cor_position"":[""33""],""time"":3443,""select"":[{""accurate"":0,""click_position"":""24"",""duration"":3440}],""isempty"":1,""accuracy"":""0.50"",""num"":16,""stage"":3},{""answer"":1,""cor_position"":[""23""],""time"":1303,""select"":[{""accurate"":1,""click_position"":""23"",""duration"":1302}],""isempty"":0,""accuracy"":""0.67"",""num"":17,""stage"":3}]}",2021-03-15 19:16:38,iOS,iPad,"iPad5,1",90012,20210315
910242,100893,43944,2101651,61472323,1866161503076329470,1,"{""type"":""brainScience"",""data"":[{""num"":1,""select"":[{""accurate"":1,""duration"":1743}],""answer"":1,""accuracy"":""1.00"",""time"":1743},{""num"":2,""select"":[{""accurate"":1,""duration"":4689}],""answer"":1,""accuracy"":""1.00"",""time"":4689},{""num"":3,""select"":[{""accurate"":1,""duration"":2388}],""answer"":1,""accuracy"":""1.00"",""time"":2388}]}",2021-03-14 20:05:28,Android,,MRX-AL09,90001,20210314
811977,99768,15316,2218078,63317487,3215260811858924894,1,"{""type"":""brainScience"",""data"":[{""num"":1,""stage"":1,""answer"":0,""accuracy"":0,""time"":2434,""itemObj"":[{""position"":{""x"":763.3,""y"":586.22},""accurate"":0,""duration"":2431}],""cor_position"":{""x"":964.35,""y"":315.91}},{""num"":2,""stage"":2,""answer"":0,""accuracy"":0,""time"":3904,""itemObj"":[{""position"":{""x"":922.13,""y"":196.86},""accurate"":0,""duration"":897},{""position"":{""x"":729.69,""y"":708.33},""accurate"":1,""duration"":3904}],""cor_position"":{""x"":729.69,""y"":708.33}},{""num"":3,""stage"":3,""answer"":1,""accuracy"":0.33,""time"":358,""itemObj"":[{""position"":{""x"":1226.08,""y"":564.11},""accurate"":1,""duration"":357}],""cor_position"":{""x"":1226.08,""y"":564.11}}]}",2021-02-19 11:04:35,Android,,DUK-AL20,81703,20210219
811993,99768,15316,1254957,49591263,897361537564543982,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""cor_position"":{""x"":1258.0599999999999,""y"":926.20000000000005},""time"":1277,""accuracy"":1,""num"":1,""stage"":1,""itemObj"":[{""accurate"":1,""position"":{""x"":1258.0599999999999,""y"":926.20000000000005},""duration"":1276}]},{""answer"":1,""cor_position"":{""x"":577.08000000000004,""y"":212.69},""time"":2736,""accuracy"":1,""num"":2,""stage"":2,""itemObj"":[{""accurate"":1,""position"":{""x"":577.08000000000004,""y"":212.69},""duration"":2736}]},{""answer"":1,""cor_position"":{""x"":725.08000000000004,""y"":724.38999999999999},""time"":1626,""accuracy"":1,""num"":3,""stage"":3,""itemObj"":[{""accurate"":1,""position"":{""x"":725.08000000000004,""y"":724.38999999999999},""duration"":1626}]}]}",2021-03-10 19:28:22,iOS,iPad,"iPad11,1",90010,20210310
910242,125567,43944,1780839,62554609,947961503023345344,0,"{""data"":[{""accuracy"":1,""num"":1,""period"":4,""select"":[{""accurate"":1,""duration"":689,""out"":0,""pnum"":1,""release"":0},{""accurate"":1,""duration"":4742,""out"":1,""pnum"":2,""release"":1},{""accurate"":1,""duration"":9785,""out"":2,""pnum"":3,""release"":1},{""accurate"":1,""duration"":5063,""out"":1,""pnum"":4,""release"":1}],""time"":23979},{""accuracy"":1,""num"":2,""period"":6,""select"":[{""accurate"":1,""duration"":9675,""out"":2,""pnum"":1,""release"":0},{""accurate"":1,""duration"":3557,""out"":1,""pnum"":2,""release"":1},{""accurate"":1,""duration"":4253,""out"":0,""pnum"":3,""release"":1},{""accurate"":1,""duration"":4830,""out"":1,""pnum"":4,""release"":1},{""accurate"":1,""duration"":3587,""out"":0,""pnum"":5,""release"":1},{""accurate"":1,""duration"":6532,""out"":1,""pnum"":6,""release"":1}],""time"":35753}],""type"":""brainScience""}",2021-03-06 19:31:09,PC,,Windows 7,3.6.0,20210306
811989,99768,15316,1254972,12025670,2557961261119301890,0,"{""type"":""brainScience"",""data"":[]}",2021-02-06 19:33:19,iOS,iPhone,"iPhone11,8",81706,20210206
876579,106587,15316,1257851,21569161,465261554705412124,0,"{""data"":[{""accuracy"":""1.00"",""answer"":1,""duration"":1226,""isempty"":0,""num"":1,""position"":1,""stage"":1,""time"":1226,""type"":1},{""accuracy"":""1.00"",""answer"":1,""duration"":1177,""isempty"":0,""num"":2,""position"":3,""stage"":1,""time"":1177,""type"":1},{""accuracy"":""0.67"",""answer"":0,""duration"":2344,""isempty"":0,""num"":3,""position"":1,""stage"":1,""time"":2344,""type"":0},{""accuracy"":""0.50"",""answer"":0,""duration"":0,""isempty"":0,""num"":4,""position"":2,""stage"":1,""time"":0,""type"":1},{""accuracy"":""0.60"",""answer"":1,""duration"":0,""isempty"":0,""num"":5,""position"":0,""stage"":1,""time"":0,""type"":0},{""accuracy"":""0.60"",""answer"":1,""duration"":1213,""isempty"":1,""num"":6,""position"":1,""stage"":1,""time"":1213,""type"":1},{""accuracy"":""0.50"",""answer"":0,""duration"":0,""isempty"":0,""num"":6,""position"":2,""stage"":1,""time"":0,""type"":1},{""accuracy"":""1.00"",""answer"":1,""duration"":0,""isempty"":0,""num"":7,""position"":1,""stage"":2,""time"":0,""type"":0},{""accuracy"":""1.00"",""answer"":1,""duration"":1277,""isempty"":0,""num"":8,""position"":3,""stage"":2,""time"":1277,""type"":1},{""accuracy"":""1.00"",""answer"":1,""duration"":1139,""isempty"":0,""num"":9,""position"":1,""stage"":2,""time"":1139,""type"":1},{""accuracy"":""1.00"",""answer"":1,""duration"":1104,""isempty"":0,""num"":10,""position"":3,""stage"":2,""time"":1104,""type"":1},{""accuracy"":""1.00"",""answer"":1,""duration"":0,""isempty"":1,""num"":11,""position"":2,""stage"":2,""time"":0,""type"":0},{""accuracy"":""1.00"",""answer"":1,""duration"":1323,""isempty"":0,""num"":11,""position"":1,""stage"":2,""time"":1323,""type"":1},{""accuracy"":""0.83"",""answer"":0,""duration"":0,""isempty"":0,""num"":12,""position"":0,""stage"":2,""time"":0,""type"":1},{""accuracy"":""0.71"",""answer"":0,""duration"":0,""isempty"":0,""num"":13,""position"":1,""stage"":2,""time"":0,""type"":1},{""accuracy"":""0.75"",""answer"":1,""duration"":0,""isempty"":0,""num"":14,""position"":2,""stage"":2,""time"":0,""type"":0},{""accuracy"":""0.78"",""answer"":1,""duration"":1121,""isempty"":0,""num"":15,""position"":3,""stage"":2,""time"":1121,""type"":1},{""accuracy"":""0.78"",""answer"":1,""duration"":1219,""isempty"":1,""num"":16,""position"":2,""stage"":2,""time"":1219,""type"":1},{""accuracy"":""0.80"",""answer"":1,""duration"":1111,""isempty"":0,""num"":16,""position"":0,""stage"":2,""time"":1111,""type"":1},{""accuracy"":""0.82"",""answer"":1,""duration"":0,""isempty"":0,""num"":17,""position"":1,""stage"":2,""time"":0,""type"":0},{""accuracy"":""0.83"",""answer"":1,""duration"":1139,""isempty"":0,""num"":18,""position"":3,""stage"":2,""time"":1139,""type"":1},{""accuracy"":""0.85"",""answer"":1,""duration"":1265,""isempty"":0,""num"":19,""position"":2,""stage"":2,""time"":1265,""type"":1},{""accuracy"":""0.86"",""answer"":1,""duration"":1065,""isempty"":0,""num"":20,""position"":1,""stage"":2,""time"":1065,""type"":1},{""accuracy"":""0.86"",""answer"":1,""duration"":0,""isempty"":1,""num"":21,""position"":2,""stage"":2,""time"":0,""type"":0},{""accuracy"":""0.87"",""answer"":1,""duration"":1114,""isempty"":0,""num"":21,""position"":3,""stage"":2,""time"":1114,""type"":1},{""accuracy"":""0.88"",""answer"":1,""duration"":886,""isempty"":0,""num"":22,""position"":2,""stage"":2,""time"":886,""type"":1}],""type"":""brainScience""}",2021-03-12 19:08:01,PC,,Windows 10,3.6.0,20210312
816133,100895,34447,1255489,56894182,2508961502887886154,0,"{""type"":""brainScience"",""data"":[[{""select"":{""options"":[{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":1,""duration"":1481},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":3,""duration"":2695},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":7,""duration"":4144},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":1,""answer"":1,""accuracy"":""1.00"",""time"":4145,""stage"":1},{""select"":{""options"":[{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":5,""duration"":2635},{""accurate"":1,""type"":1,""position"":6,""duration"":3524},{""accurate"":1,""type"":1,""position"":7,""duration"":5494},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":2,""answer"":1,""accuracy"":""1.00"",""time"":5494,""stage"":1},{""select"":{""options"":[{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":3,""duration"":4806},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":5,""duration"":5458},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":7,""duration"":3607},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":3,""answer"":1,""accuracy"":""1.00"",""time"":5459,""stage"":1},{""select"":{""options"":[{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":1,""duration"":3458},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":5,""duration"":3807},{""accurate"":1,""type"":1,""position"":6,""duration"":4386},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":4,""answer"":1,""accuracy"":""1.00"",""time"":4388,""stage"":2},{""select"":{""options"":[{""accurate"":1,""type"":1,""position"":0,""duration"":4308},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":1,""type"":1,""position"":2,""duration"":2746},{""accurate"":1,""type"":1,""position"":3,""duration"":4970},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0},{""accurate"":"""",""type"":0,""position"":"""",""duration"":0}]},""num"":5,""answer"":1,""accuracy"":""1.00"",""time"":4971,""stage"":2},[{""x"":500,""y"":176},{""x"":842,""y"":176},{""x"":1183,""y"":176},{""x"":499,""y"":429},{""x"":842,""y"":429},{""x"":1183,""y"":429},{""x"":500,""y"":684},{""x"":842,""y"":684},{""x"":1183,""y"":684}]]]}",2021-03-06 19:09:13,iOS,iPad,"iPad7,11",81606,20210306
812056,,22464,1255089,56501287,232661442525789506,0,"{""type"":""brainScience"",""data"":[{""num"":1,""stage"":1,""answer"":1,""accuracy"":1,""time"":2026,""itemObj"":[{""position"":{""x"":1226.08,""y"":528.55},""accurate"":1,""duration"":2025}],""cor_position"":{""x"":1226.08,""y"":528.55}},{""num"":2,""stage"":2,""answer"":1,""accuracy"":1,""time"":93,""itemObj"":[{""position"":{""x"":772.35,""y"":503.66},""accurate"":1,""duration"":93}],""cor_position"":{""x"":772.35,""y"":503.66}},{""num"":3,""stage"":3,""answer"":1,""accuracy"":1,""time"":339,""itemObj"":[{""position"":{""x"":1209.91,""y"":958.08},""accurate"":1,""duration"":339}],""cor_position"":{""x"":1209.91,""y"":958.08}}]}",2021-02-27 19:28:56,Android,,TAS-AN00,81703,20210227
878669,106871,9771,1650377,49265544,1002261563713204744,1,"{""type"":""brainScience"",""data"":[{""select"":[{""accurate"":0,""duration"":31166},{""accurate"":1,""duration"":39803}],""top_click"":0,""answer"":0,""time"":44159,""times"":4,""buttom_click"":5,""accuracy"":""0.00"",""num"":1},{""select"":[{""accurate"":1,""duration"":6650}],""top_click"":0,""answer"":1,""time"":10979,""times"":1,""buttom_click"":1,""accuracy"":""0.50"",""num"":2},{""select"":[{""accurate"":0,""duration"":3928},{""accurate"":1,""duration"":12622}],""top_click"":0,""answer"":0,""time"":16997,""times"":2,""buttom_click"":2,""accuracy"":""0.33"",""num"":3}]}",2021-03-17 21:12:13,iOS,iPhone,"iPhone10,3",90012,20210317
816082,100893,43944,1650323,52730030,3215261131510255666,1,"{""data"":[],""type"":""brainScience""}",2021-01-23 10:06:07,iOS,iPad,"iPad3,4",81506,20210123
812279,99781,22464,1255404,32777367,2601361528891517496,0,"{""data"":[{""accuracy"":""1.00"",""answer"":1,""cor_position"":42,""num"":1,""select"":{""accurate"":1,""duration"":715,""position"":42},""stage"":1,""time"":2300},{""accuracy"":""1.00"",""answer"":1,""cor_position"":32,""num"":2,""select"":{""accurate"":1,""duration"":536,""position"":32},""stage"":1,""time"":2300},{""accuracy"":""0.67"",""answer"":0,""cor_position"":null,""num"":3,""select"":{""accurate"":0,""duration"":391,""position"":41},""stage"":1,""time"":2300},{""accuracy"":""0.75"",""answer"":1,""cor_position"":33,""num"":4,""select"":{""accurate"":1,""duration"":1033,""position"":33},""stage"":1,""time"":2300},{""accuracy"":""1.00"",""answer"":1,""cor_position"":23,""num"":5,""select"":{""accurate"":1,""duration"":834,""position"":23},""stage"":2,""time"":2300},{""accuracy"":""1.00"",""answer"":1,""cor_position"":null,""num"":6,""select"":{""accurate"":1,""duration"":834,""position"":null},""stage"":2,""time"":2300},{""accuracy"":""1.00"",""answer"":1,""cor_position"":22,""num"":7,""select"":{""accurate"":1,""duration"":666,""position"":22},""stage"":2,""time"":2300},{""accuracy"":""1.00"",""answer"":1,""cor_position"":51,""num"":8,""select"":{""accurate"":1,""duration"":578,""position"":51},""stage"":2,""time"":2300}],""type"":""brainScience""}",2021-03-09 19:23:08,PC,,Windows 10,3.6.0,20210309
